file_name,text,rating
video_0.mp4,bagus terus selain luka dan bekas jerawat yang hilang itu aku juga ngerasa kulit aku lebih lembab aja pakai itu karena salah satu permasalahan kulit aku juga di situ tuh apa Dia normal tapi cenderung kering jadi ini berfungsi buat aku,5
video_104.mp4,alhamdulillah selama aku pemakaian ini nggak kenapa-napa gitu alhamdulillahnya di aku yang memang kurang sensitif ini gak kenapa-napa Terus yang aku rasakan juga selama pemakaian ini dia tuh bikin kulit kita yang awalnya tuh yang aku rasakan itu tadi kulit aku tuh yang awalnya custom jadi cerahan terus aku juga ngerasa kalau misalnya di beberapa tempat aku tuh bikin muka aku jadi lebih kenyal gitu awalnya kering tuh jadi lebih lembab,5
video_11.mp4,setelah 3 minggu lebih hampir sebulan aku pakai ini mukaku jadi kayak gini sekarang bener-bener glowing Shining shimmering Splendid guys aku suka banget parah ini penemuan serum terhits banget2019 Aku bilang kan emang dia itu bagus hasilnya Oke tapi harganya juga terjangkau saya ,5
video_114.mp4,dalam waktu 3 kali pemakaian kembali normal kembali mulus dan glowing seperti ini dari awal perawatan sampai sekarang gue cocok banget,5
video_120.mp4,hasilnya nggak optimal gitu menurut aku yang makai perpusnya Jangan sampai salah gitu sambil aplikasi yang ke kulit itu kulit kulit terasa lembab dan halus lebih sehat dan lebih cerah cerah Itu baru bener kayak kelihatan kayak bukan yang putih tapi itu cerahkan itu enak,5
video_127.mp4,Dia memang benar-benar ngilangin bekas jerawat aku yang hitam-hitam dan ini bisa kalian lihat ini aku lagi ada jerawat ya namanya muka gampang jerawatan jadi jarang banget bersih dan alhamdulillahnya setelah menggunakan itu memang benar-benar menghilangkan noda bekas jerawat aku dia termasuk progresnya untuk mencerahkan wajah meningkatkan tone kulit kita itu termasuk lama buat kalian yang pengen lihat hasilnya cepet ini kurang recommended karena dia memang tidak langsung memberikan efek yang cepat selama 30 hari pemakaian dan tetapi plusnya lagi kalau dia itu mulut aku cocok buat kalian yang memiliki kulit yang sensitif kalian yang memiliki kulit yang berjerawat berjerawat kayak aku atau kombinasi kayak aku dia nggak bikin izin sama sekali ataupun Breakout,5
video_131.mp4,setelah satu minggu pemakaian hasilnya tuh belum kelihatan gitu masih samar-samar gitu hasilnya dan aku tuh cuma ngerasa lembab terhidrasi dan nggak kering sama sekali muka aku jadi lebih cerah dan lebih mulus gitu Tadinya itu aku ada jerawat bruntus gitu di jidat tapi setelah ketiga harian aku pakai produk ini dan itu udah ilang kayak perlahan perlahan hilang keren banget kan aku kan punya jerawat batu gitu ya di sini di sini sini gitu kiri bagian bawah dan sebelum aku pakai serum nya ini itu tuh kayak kerasa ini bisa banget buat cerahin dan buat ngeratain warna kulit ini bisa banget dipakai buat ngilangin bekas bekas jerawat karena sebelumnya aku tuh punya bekas jerawat di pipi bagian sini sama di sini yang tadi aku bilang jangan itu dalam Minggu ini udah cerahan banget dan udah bilang gitu loh bekasnya,5
video_137.mp4,serum itu cepet banget meresapnya Hasilnya itu dia lebih kenyal gitu lebih lembab kayaknya kulitnya tu lebih jauh kelihatan lebih sehat itu dan lebih fresh jadi dia bikin memang bikin kulit lebih cerah kulit muka jauh lebih cerah dan apa skin tone aku tuh jauh lebih merata gitu,5
video_16.mp4,aku tuh lagi dulu aku masih SMA aku sering banget membuat masker dari bahan-bahan organik seperti masker timun masker tomat emang bener itu aja aku tuh kalau misalnya aku menggunakan masker organik aku tuh langsung sembuh aku juga tampak lebih halus yang itu yang paling ampuh yaitu masker Green Tea dan masker yogurt strawberry cara menghilangkan jerawat 2 masker ini dengan menggunakan masker green tea masker yoghurt strawberry Aku juga pernah buat video tentang masker ini dan cara pembuatannya gimana nanti aku tahu linknya di deskripsi kalian bisa cek cara membuat tanya gimana pokoknya cara menghilangkan jerawat paling ampuh dan aku sungguh rekomen cara ini kalian Siapa menggunakan kedua masker ini aku yang 1 tahun nggak ilang-ilang itu bisa hilang Memang sih prosesnya cepat prosesnya juga 1 minggu langsung bisa hilang semuanya aku menggunakan kedua masker ini sampai 100 benar-benar hilang itu butuh waktu sekitar 3 bulan dan aku kakaknya itu bukan satu minggu Dua kali tapi aku bisa menggunakan 4 sampai 5 kali dalam satu minggu dan akan menggunakannya dalam satu minggu ya dua kali itu pakai masker green tea anti yang tiga kali ini menggunakan masker yoghurt strawberry guys info ini nggak cuma menghilangkan jerawat kami ini juga bertindak sebagai oksidan anti aging juga bisa menghilangkan bekas jerawat kalian lebih halus lebih cerah Lebih lembut dan aku juga sudah merasakannya sendiri dan setelah itu sudah hilang aku mulai kurangi frekuensi menggunakan kedua masker ini kalau dulu dalam seminggu aku bisa gunakan sampai 5 kali aku sudah hilang aku sama bunda kan satu hingga dua kali saja oh ya jangan aku tuh hilang Aku menggunakan masker ini selama 3 bulan dan kalau itu kembali ke pelukan masing-masing mungkin kalau bisa lebih cepat daripada aku atau mungkin kalian bisa lebih lama daripada aku Lalu setelah itu di tahun 2019 ini aku bertemu dengan suatu produk yang menakuti beneran Pak Bos ya itu baik sama ini atau gimana mungkin lah,5
video_22.mp4, Halo semuanya jadi di video kali ini aku mau nge-review Skin Care yang kemarin aku baru cobain dan ini adalah peran dari Korea Some by Mi aku penasaran pengen coba karena namanya tuh kayak menarik banget produknya adalah Ini sama ini Blackhead dan green tea tox Bubble cleanser Wardah intense care jadi penasaran banget soalnya fungsi dari sensor ini bukan cuman mengangkat Blackhead tapi juga sekalian membersihkan pori-pori nah kondisi kulit aku ini walaupun kelihatannya kaya berstimulus tapi aku juga ada sedikit masalah dengan bagian pori-pori terutama di daerah Cidaun karena aku ini pori-porinya agak gede makanya tuh sering produksi minyak dan kalau udah gede kan mereka pun suka takdir aku Hamdan lama-lama jadi Blackhead sekarang aku bakal sekalian Cara pakainya gimana Jadi yang pertama kita harus pakai in produk ini ke kulit kita yang masih kering jadi tinggal di Bawain aja ke seluruh wajah dan dalam sekejap dia itu akan berubah jadi kayak Babel jadi di dalam senter ini ada kandungan 16 jenis teh dan BH jadinya dia tuh membantu melumerkan komedo di kulit kita jadi kita Biarkan aja selama 3 menit jadi semuanya setelah 3 menit dan sudah jadi kita tinggal pakai jari dan kita pijit-pijit aja wajah kita nah kemarin aku juga lihat ingredients-nya jadi ternyata di dalam kesenian itu ada mie Koba Babel ada kontak particles dan berinti list atau daun kering yang bekerja sebagai kuli teruntung angkat makanya pasang rumah dia tuh jadi kayak gimana ya ada biji-biji gitu loh yang tulis kulit dan tinggal tambahin sedikit air hangat terus dipencet aja sampai semua bapaknya bilang sampai 1 menit setelah itu langsung bilang saja wajahnya yang selalu di wajah dalam 1 menit itu kandungan dalam konser ini akan mengecilkan dan mengencangkan pori-pori kita di clan ini adalah hari pertamaku cobain dan aku Karena setelah aku Cuci wajah ngerasa fresh banget dan aku juga ngerasa kaya pori-pori aku tuh yang lebih merapat sedikit nggak total hilang Ya namanya juga baru sekali aku dan pori-pori itu terasa bersih banget terus udah jadi lebih halus kitu Love The Way ini tuh cocok untuk all skin types tapi aku rekomen banget ini buat kalian yang punya kulit khususnya yang lebih berkomedo dan juga yang pori-porinya lebih besar karena kalian bakal lebih ngerasain efeknya terus aku juga suka sama cleanser yang elu Piece karena kalau loh Itu kan dia bantu membereskan kulit kita ya Kita terlalu tinggi itu malah bikin kita jadi jerawatan ya kalau kulit kalian aku saranin banget cari freezer Yang aku udah cobain ini berulang-ulang kali dan untungnya dia nggak bikin efek negatif aku kayak putusan atau biji-biji itu nggak berarti aku cocok dan juga dia bener-bener ngebersihin kulit banget jadi mungkin makin lama kita pakai hasilnya tuh makin kelihatan terus satu produk lagi aku juga kemarin sekalian nyobain Puja niacin brightening sleeping Mask ini lucu banget sih yang satu Hijau 1 kuning suka banget sampai kakinya karena karena ini sleeping Mask jadi Cara pakainya adalah the last step of Ours kita jadi kita pakai toner serum essence Setelah semuanya selesai baru kita Timpa ini sebagai kayak krim terakhir atau sleeping Mask Alasan Aku mau cobain ini karena aku itu agak kusam seperti yang sering aku bilang aku tuh selalu lebih putih daripada muka aku jadi kadang kalo Sabtu muka sering terlihat kusam padahal bersisi Masa nggak ada pesan atau jerawat tapi ya kemarin aku bahasa Inggrisnya ternyata produk ini itu mengandung 70% dari ini mungkin game buah ini kali ya jadi fotoin itu mengandung 70% dari gohu ja jadi gua aja itu vitaminnya 3 kali lipat lebih dari lemon hanya dia bisa bantu mencerahkan kulit dan bikin kulit kayak lebih halus a first impression pas aku pakai adalah wanginya itu Stres banget jatuh dalamnya kayak gini vektornya ke word yang warna kuning dia wanginya mirip banget sama kulit jeruk yang Mandarin orange itu Jadi pas dipakai di muka itu rasanya enak banget tapi produknya nggak pakai aktivitas Michael suaminya itu file dari buah yuja ini jadi itu Amati dan produknya itu mengandung niacinamide yang fungsinya untuk membuat kulit jadi lebih cerah kayak gitu dan rata-rata produk Skin Care yang bertanding itu ada kandungan ini karena ini sleeping Mask dipakai malam hari dan setiap habis pakai ini itu pulangnya juga terasa lembab terus juga kayak kenyal-kenyal gitu Tapi dia nggak Sticky itu yang aku suka kurang suka sama yang lengket lengket karena aku sering cuman aku jadi kalau pulang lengket pada kasih pindah jadi lengket juga gitu loh Aku juga udah ini berulang-ulang kali untuk tes ada hasil atau enggak sih dan setelah aku cobain berkali-kali aku merasa ini beneran membantu mencerahkan kue aku jadi aku pakai ini paginya aku selalu merasa kulit jadi lebih cerah ya bukan langsung putih banget gitu ya tapi kaya pelan-pelan makin cerah makin keras dikit-dikit gitu dan aku sih suka banget sama produk ini aku merasa dia beneran bantu aku jadi lebih cerah karena ini Mas Jadi kalau kalian pengen dia lebih gimana ya lagi lebih merasa lagi lebih intens lagi kalau boleh pakai dual layer jadi ya aku suka sih sama hujannya sini kalau kalian pengen nyari produk yang akan kalian Boleh banget ini jadi itu adalah Risti untuk kedua produk ini aku sendiri simple banget karena ternyata produknya Oke dan aku cocok tahun lalu aku juga pernah coba ya sampai minyak tunai dan aku juga jadi aku merasa bermain bagus dan aku kemarin aku pernah posting di Instagram tanya kalau udah pernah nyobain atau belum Dan yang udah pernah cobain rata-rata bilangnya bagus banget kayak baru pertama kali pakai udah ada hasil dan aku setuju Oke sama-sama watching dan semoga ini bermanfaat aku akan kasih link di bawah kalau kalian mau beli produknya n i,5
